Employee_ID,Training_Date,Training_Name,Training_Hours,Completion_Status,Assessment_Score
EMP11137,2021-04-19,Power BI Fundamentals,8,Completed,82.8
EMP11137,2023-07-11,Communication Skills,24,Completed,81.1
EMP11138,2023-05-01,Customer Handling,4,Completed,85.0
EMP11138,2025-02-19,Advanced Excel,8,Cancelled,
EMP11140,2023-12-25,Customer Handling,24,Completed,67.1
EMP11140,2026-06-04,Cyber Security,24,Completed,88.4
EMP11140,2025-04-26,Project Management,8,In Progress,
EMP11143,2020-11-14,Advanced Excel,16,No Show,
EMP11143,2022-10-20,Advanced Excel,40,In Progress,
EMP11144,2026-06-06,Advanced Excel,16,Completed,89.2
EMP11145,2019-11-30,Communication Skills,8,Completed,59.3
EMP11145,2023-07-02,Advanced Excel,8,In Progress,
EMP11145,2021-12-07,Data Analytics,8,Completed,92.7
EMP11145,2023-04-26,Time Management,4,Completed,65.7
EMP11151,2023-10-08,Leadership Essentials,16,Completed,98.4
EMP11151,2021-04-11,Advanced Excel,16,Completed,79.7
EMP11151,2024-03-27,Customer Handling,24,No Show,
EMP11151,2023-11-26,Power BI Fundamentals,4,Completed,93.1
EMP11153,2025-02-19,Sales Negotiation,4,Completed,72.7
EMP11153,2024-06-23,Leadership Essentials,40,Completed,86.2
EMP11153,2021-12-22,Cyber Security,16,Completed,79.6
EMP11153,2024-10-15,Power BI Fundamentals,24,Completed,84.7
EMP11153,2022-10-29,Data Analytics,4,Completed,66.3
EMP11153,2022-10-09,Sales Negotiation,4,Completed,86.6
EMP11154,2023-02-22,Sales Negotiation,8,Completed,84.5
EMP11158,2023-12-14,Power BI Fundamentals,8,Completed,83.1
EMP11158,2023-01-06,Power BI Fundamentals,24,In Progress,
EMP11158,2025-05-18,Advanced Excel,40,Completed,61.2
EMP11158,2023-01-25,Cyber Security,16,Completed,71.0
EMP11158,2023-09-28,Leadership Essentials,16,Completed,65.9
EMP11158,2023-09-10,Time Management,4,Completed,100.0
EMP11160,2021-02-26,Communication Skills,24,Completed,72.4
EMP11160,2020-06-09,Leadership Essentials,16,Completed,82.6
EMP11160,2021-01-30,Cyber Security,8,Completed,66.5
EMP11160,2024-03-07,Power BI Fundamentals,8,No Show,
EMP11161,2021-12-19,Project Management,24,Cancelled,
EMP11161,2024-09-26,Communication Skills,8,Completed,96.3
EMP11161,2024-07-28,Power BI Fundamentals,40,Cancelled,
EMP11164,2025-04-23,Time Management,24,Completed,100.0
EMP11165,2023-01-04,Leadership Essentials,40,Cancelled,
EMP11165,2020-01-30,Time Management,24,No Show,
EMP11166,2025-09-10,Sales Negotiation,8,Completed,80.8
EMP11167,2020-01-23,Data Analytics,8,Completed,82.0
EMP11168,2024-03-03,Power BI Fundamentals,8,Completed,81.2
EMP11169,2021-07-29,Communication Skills,16,Completed,66.9
EMP11169,2019-08-02,Data Analytics,8,Completed,66.4
EMP11169,2021-08-07,Advanced Excel,16,Completed,54.6
EMP11169,2023-10-22,Project Management,4,Completed,59.1
EMP11169,2022-11-03,Data Analytics,40,Completed,66.9
EMP11170,2024-12-18,Power BI Fundamentals,16,In Progress,
EMP11172,2021-09-10,Project Management,24,Completed,90.5
EMP11173,2025-04-08,Leadership Essentials,16,Completed,66.5
EMP11173,2025-03-01,Cyber Security,40,No Show,
EMP11173,2024-12-09,Sales Negotiation,4,In Progress,
EMP11174,2025-08-14,Cyber Security,16,In Progress,
EMP11174,2026-02-15,Data Analytics,8,In Progress,
EMP11175,2026-06-28,Project Management,24,Completed,92.5
EMP11176,2025-12-15,Advanced Excel,8,In Progress,
EMP11177,2025-05-11,Project Management,8,In Progress,
EMP11177,2024-10-01,Communication Skills,24,Completed,73.8
EMP11177,2022-12-10,POWER BI FUNDAMENTALS,40,In Progress,
EMP11178,2023-05-04,Advanced Excel,4,Completed,84.1
EMP11178,2023-07-22,Customer Handling,16,Completed,60.6
EMP11178,2024-02-04,Customer Handling,16,Completed,66.7
EMP11179,2022-08-05,Sales Negotiation,4,Completed,79.3
EMP11179,2023-01-19,Customer Handling,8,Completed,74.5
EMP11179,2026-02-19,Customer Handling,40,Completed,71.7
EMP11182,2021-02-05,Communication Skills,24,Completed,98.3
EMP11182,2021-06-25,Leadership Essentials,8,Completed,65.3
EMP11182,2025-05-03,Time Management,24,Completed,75.7
EMP11182,2024-03-16,Cyber Security,24,Completed,74.0
EMP11183,2024-10-30,Communication Skills,8,No Show,
EMP11183,2024-12-28,Customer Handling,8,Completed,63.9
EMP11183,2025-05-16,Power BI Fundamentals,8,Completed,69.4
EMP11183,2025-01-01,Leadership Essentials,4,Completed,80.2
EMP11185,2021-02-07,Sales Negotiation,24,Completed,69.8
EMP11185,2025-09-09,Time Management,16,Completed,80.0
EMP11185,2024-08-06,Sales Negotiation,16,Completed,75.6
EMP11186,2022-06-21,Leadership Essentials,4,In Progress,
EMP11186,2023-01-17,Project Management,16,Completed,70.9
EMP11187,2025-08-07,Leadership Essentials,40,Completed,81.2
EMP11188,2024-01-07,Time Management,24,In Progress,
EMP11188,2025-11-15,Sales Negotiation,8,Completed,87.3
EMP11188,2022-09-26,Project Management,8,Completed,77.7
EMP11189,2020-10-22,Customer Handling,24,Completed,83.9
EMP11189,2021-09-09,Project Management,40,Completed,85.8
EMP11189,2024-05-06,Advanced Excel,16,Completed,75.7
EMP11189,2023-11-02,Leadership Essentials,16,No Show,
EMP11191,2024-11-27,Project Management,40,Completed,58.1
EMP11191,2025-07-23,Data Analytics,8,In Progress,
EMP11192,2026-05-06,Cyber Security,8,In Progress,
EMP11192,2024-09-27,Project Management,8,Completed,78.7
EMP11192,2024-03-17,Leadership Essentials,40,Completed,61.4
EMP11192,2025-10-08,Advanced Excel,16,In Progress,
EMP11192,2024-10-07,Cyber Security,40,Completed,88.0
EMP11193,2023-12-02,Sales Negotiation,8,Completed,70.8
EMP11195,2025-10-01,Communication Skills,4,Completed,90.1
EMP11195,2022-12-25,Advanced Excel,4,Completed,85.8
EMP11195,2025-08-25,Power BI Fundamentals,16,Completed,71.7
EMP11196,2022-11-26,Power BI Fundamentals,8,Completed,67.5
EMP11196,2023-05-22,Data Analytics,8,Completed,76.3
EMP11196,2021-01-01,Cyber Security,16,Cancelled,
EMP11198,2022-02-16,Advanced Excel,24,Completed,69.1
EMP11199,2026-04-21,Sales Negotiation,8,Completed,70.0
EMP11199,2022-11-02,Leadership Essentials,8,Completed,73.3
EMP11199,2023-07-22,Data Analytics,16,Completed,84.5
EMP11201,2026-02-26,Customer Handling,8,Completed,78.9
EMP11203,2025-07-31,Communication Skills,8,Completed,78.1
EMP11203,2025-05-07,Sales Negotiation,8,Completed,94.7
EMP11205,2023-11-27,Cyber Security,16,Completed,91.4
EMP11205,2025-11-19,Project Management,16,Completed,100.0
EMP11205,2022-10-28,Customer Handling,24,Completed,68.0
EMP11206,2023-04-14,Project Management,24,Cancelled,
EMP11206,2022-10-27,Cyber Security,24,Completed,100.0
EMP11206,2023-04-09,Data Analytics,8,Completed,72.1
EMP11206,2024-04-07,Power BI Fundamentals,24,In Progress,
EMP11206,2021-09-07,Customer Handling,16,Cancelled,
EMP11206,2022-02-16,Advanced Excel,8,Completed,79.2
EMP11206,2024-08-01,Sales Negotiation,16,Completed,71.6
EMP11206,2022-09-18,Sales Negotiation,4,Completed,61.9
EMP11207,2021-03-20,Data Analytics,24,Completed,50.7
EMP11207,2022-10-01,Data Analytics,8,No Show,
EMP11207,2022-01-11,Project Management,16,Completed,40.9
EMP11208,2026-04-20,Cyber Security,24,Completed,80.0
EMP11209,2025-08-21,Leadership Essentials,4,Cancelled,
EMP11210,2024-04-11,Project Management,8,Completed,65.9
EMP11210,2025-08-30,Communication Skills,24,Completed,97.7
EMP11212,2019-09-05,Advanced Excel,16,Completed,83.4
EMP11212,2020-03-13,Communication Skills,40,Completed,82.7
EMP11214,2022-03-24,Customer Handling,8,Completed,71.5
EMP11214,2024-10-15,Leadership Essentials,4,Cancelled,
EMP11214,2023-06-09,Data Analytics,24,Completed,88.8
EMP11214,2024-02-23,Cyber Security,4,Completed,90.6
EMP11214,2023-03-09,Cyber Security,16,Completed,81.4
EMP11214,2022-06-20,Project Management,40,Completed,83.8
EMP11214,2020-12-11,Leadership Essentials,8,Completed,83.6
EMP11214,2025-05-23,Data Analytics,16,Completed,50.8
EMP11214,2024-06-23,Communication Skills,8,In Progress,
EMP11214,2021-11-13,Sales Negotiation,4,Completed,69.7
EMP11217,2022-07-30,Customer Handling,16,Completed,78.1
EMP11217,2021-11-16,Advanced Excel,40,Completed,91.5
EMP11217,2024-09-09,CYBER SECURITY,24,In Progress,
EMP11218,2026-04-15,Sales Negotiation,24,In Progress,
EMP11220,2021-06-07,Power BI Fundamentals,16,Completed,77.1
EMP11220,2024-11-07,Sales Negotiation,16,Completed,81.8
EMP11220,2022-09-23,Data Analytics,16,Completed,68.3
EMP11220,2024-08-22,Project Management,8,Completed,73.7
EMP11222,2024-08-21,Cyber Security,4,Completed,84.1
EMP11222,2023-08-13,Power BI Fundamentals,24,Completed,87.5
EMP11222,2020-11-20,Cyber Security,24,Completed,90.7
EMP11222,2023-08-15,Data Analytics,4,Completed,57.8
EMP11223,2025-11-17,Advanced Excel,24,Completed,72.6
EMP11223,2025-06-28,Advanced Excel,16,In Progress,
EMP11223,2024-08-21,Leadership Essentials,8,Completed,88.6
EMP11223,2025-11-07,Data Analytics,16,Completed,73.8
EMP11223,2024-07-07,Data Analytics,16,Completed,67.4
EMP11223,2026-03-30,Project Management,8,Completed,77.4
EMP11226,2026-05-12,Power BI Fundamentals,8,No Show,
EMP11226,2026-05-04,Leadership Essentials,24,Completed,79.8
EMP11226,2026-01-20,Communication Skills,24,Completed,72.7
EMP11227,2021-11-06,Leadership Essentials,4,Completed,57.3
EMP11228,2023-08-15,Project Management,16,Completed,98.3
EMP11228,2023-06-22,Cyber Security,4,In Progress,
EMP11229,2025-05-25,Time Management,8,Completed,86.2
EMP11229,2022-08-27,Leadership Essentials,24,In Progress,
EMP11229,2023-03-23,Cyber Security,24,Completed,58.2
EMP11229,2021-10-01,Sales Negotiation,40,In Progress,
EMP11230,2022-03-19,Customer Handling,8,Completed,80.2
EMP11230,2022-06-27,Customer Handling,16,Completed,70.2
EMP11230,2023-01-12,Sales Negotiation,4,Completed,70.4
EMP11230,2024-12-03,Advanced Excel,40,Completed,90.1
EMP11230,2023-07-08,Cyber Security,8,Completed,82.1
EMP11232,2020-09-15,Communication Skills,8,Completed,78.3
EMP11232,2024-01-16,Time Management,4,In Progress,
EMP11232,2023-12-18,Data Analytics,16,In Progress,
EMP11233,2025-01-16,Power BI Fundamentals,40,Completed,55.0
EMP11235,2024-01-12,Data Analytics,8,Cancelled,
EMP11235,2023-07-24,Communication Skills,16,Completed,83.2
EMP11236,2024-05-23,Customer Handling,4,Completed,85.7
EMP11236,2019-08-24,Advanced Excel,8,Completed,66.5
EMP11236,2022-10-11,Customer Handling,8,Completed,81.2
EMP11238,2025-07-03,Communication Skills,8,In Progress,
EMP11241,2025-11-29,Cyber Security,24,Cancelled,
EMP11242,2024-02-22,Communication Skills,8,No Show,
EMP11242,2023-02-26,Sales Negotiation,8,In Progress,
EMP11242,2020-03-12,Advanced Excel,24,Completed,85.4
EMP11243,2024-07-14,Power BI Fundamentals,8,Completed,84.2
EMP11243,2025-02-24,Time Management,24,Completed,70.7
EMP11243,2025-08-06,Data Analytics,4,In Progress,
EMP11243,2021-09-03,Communication Skills,16,No Show,
EMP11243,2023-09-07,Time Management,4,Completed,98.4
EMP11243,2026-05-07,Data Analytics,24,Completed,71.8
EMP11244,2024-06-29,Communication Skills,24,Completed,76.8
EMP11244,2024-03-08,Advanced Excel,16,No Show,
EMP11244,2023-11-02,Data Analytics,8,Completed,57.7
EMP11244,2025-08-16,Cyber Security,16,Completed,79.3
EMP11245,2026-02-11,Leadership Essentials,16,Completed,75.2
EMP11246,2023-06-21,Customer Handling,40,Completed,75.5
EMP11246,2024-09-08,Communication Skills,16,Completed,63.8
EMP11248,2025-09-12,Data Analytics,4,No Show,
EMP11249,2025-04-13,Cyber Security,16,Completed,85.6
EMP11249,2022-05-04,Leadership Essentials,16,Completed,80.2
EMP11249,2024-08-04,Time Management,16,Completed,64.6
EMP11249,2023-11-22,Communication Skills,16,Completed,72.4
EMP11249,2024-09-22,Advanced Excel,16,Completed,86.7
EMP11249,2023-10-26,Leadership Essentials,8,Cancelled,
EMP11249,2022-09-28,Cyber Security,8,Completed,81.7
EMP11249,2026-01-27,Cyber Security,24,In Progress,
EMP11250,2026-04-29,Power BI Fundamentals,4,Completed,89.2
EMP11251,2024-08-30,Customer Handling,16,Completed,64.4
EMP11251,2026-02-11,Communication Skills,24,Completed,87.1
EMP11251,2024-10-24,COMMUNICATION SKILLS,4,Completed,76.1
EMP11251,2025-03-23,Project Management,16,Completed,67.7
EMP11253,2023-05-03,Cyber Security,8,In Progress,
EMP11253,2021-05-16,Sales Negotiation,40,In Progress,
EMP11253,2022-09-25,Leadership Essentials,4,Completed,83.5
EMP11254,2021-01-23,Power BI Fundamentals,8,Completed,62.5
EMP11254,2024-03-26,Cyber Security,4,Completed,65.5
EMP11255,2023-01-05,Leadership Essentials,40,Completed,87.5
EMP11255,2022-01-06,Customer Handling,16,Completed,68.0
EMP11255,2020-06-18,Advanced Excel,16,Completed,76.7
EMP11255,2023-08-24,Customer Handling,8,Completed,67.3
EMP11255,2023-08-05,Project Management,24,Completed,67.0
EMP11256,2024-10-08,Customer Handling,16,Completed,79.3
EMP11256,2022-05-06,Project Management,40,Cancelled,
EMP11256,2024-02-21,Cyber Security,4,Completed,61.2
EMP11256,2023-05-28,Communication Skills,4,Completed,86.7
EMP11256,2023-11-04,Project Management,16,Completed,77.3
EMP11256,2022-09-03,Leadership Essentials,4,Completed,84.0
EMP11259,2024-12-12,Data Analytics,16,Completed,78.8
EMP11260,2023-06-15,Leadership Essentials,24,Cancelled,
EMP11261,2023-02-15,Leadership Essentials,8,Completed,83.7
EMP11261,2024-06-29,Leadership Essentials,8,Completed,82.0
EMP11261,2022-07-31,Project Management,8,Completed,72.8
EMP11262,2025-06-25,Communication Skills,16,Completed,79.8
EMP11262,2026-04-23,Customer Handling,24,In Progress,
EMP11263,2025-07-16,Sales Negotiation,24,Completed,76.5
EMP11263,2025-11-19,Customer Handling,40,Completed,82.4
EMP11264,2024-07-11,Time Management,16,Completed,79.4
EMP11265,2021-09-30,Advanced Excel,16,Completed,75.4
EMP11266,2023-06-07,Cyber Security,16,Cancelled,
EMP11267,2026-06-01,Data Analytics,8,Completed,83.8
EMP11267,2025-03-20,Customer Handling,8,Completed,86.9
EMP11268,2023-12-09,Sales Negotiation,8,Completed,68.3
EMP11268,2024-08-13,Project Management,8,Completed,96.6
EMP11268,2020-09-09,Project Management,4,In Progress,
EMP11269,2026-04-21,Customer Handling,4,Completed,81.9
EMP11269,2024-10-09,Advanced Excel,4,Completed,82.8
EMP11269,2024-05-19,Advanced Excel,16,Completed,77.4
EMP11270,2022-12-02,Leadership Essentials,16,Completed,59.8
EMP11270,2024-06-21,Power BI Fundamentals,4,Completed,83.0
EMP11270,2020-07-31,Data Analytics,4,Cancelled,
EMP11271,2023-11-06,Project Management,40,In Progress,
EMP11271,2019-08-13,Project Management,24,Completed,73.3
EMP11271,2024-02-07,Project Management,24,Completed,59.8
EMP11272,2020-09-28,Time Management,8,Cancelled,
EMP11272,2021-10-09,Power BI Fundamentals,8,Completed,64.1
EMP11272,2021-11-25,Time Management,8,Cancelled,
EMP11273,2021-12-15,Project Management,16,Completed,65.9
EMP11273,2021-12-05,Communication Skills,24,Completed,89.4
EMP11273,2021-11-26,Customer Handling,4,Completed,69.7
EMP11274,2026-05-04,Communication Skills,4,Completed,81.4
EMP11274,2024-09-01,Time Management,16,Completed,86.3
EMP11274,2025-06-15,Cyber Security,8,Completed,87.0
EMP11276,2024-04-19,Advanced Excel,4,Completed,70.1
EMP11276,2024-11-24,Advanced Excel,16,Completed,78.5
EMP11276,2025-08-27,Data Analytics,16,In Progress,
EMP11277,2024-07-14,Time Management,8,Completed,79.6
EMP11277,2026-05-12,Advanced Excel,16,In Progress,
EMP11277,2025-09-10,Leadership Essentials,8,Completed,83.3
EMP11277,2023-07-12,Time Management,16,In Progress,
EMP11277,2022-11-30,Communication Skills,8,Completed,75.3
EMP11278,2023-07-29,Communication Skills,16,Completed,67.3
EMP11278,2024-04-17,Sales Negotiation,4,Completed,60.8
EMP11281,2025-03-05,Advanced Excel,4,Cancelled,
EMP11282,2023-03-26,Advanced Excel,16,No Show,
EMP11282,2024-01-31,Power BI Fundamentals,24,Completed,78.8
EMP11283,2023-01-24,Time Management,16,Completed,86.5
EMP11284,2022-10-06,Project Management,8,Completed,81.5
EMP11288,2023-11-12,Customer Handling,8,In Progress,
EMP11288,2023-11-18,Sales Negotiation,24,Completed,99.1
EMP11288,2023-07-21,Communication Skills,8,Completed,61.1
EMP11289,2020-05-23,Power BI Fundamentals,24,Completed,77.1
EMP11289,2020-02-29,Data Analytics,16,Completed,72.5
EMP11289,2024-10-27,Leadership Essentials,4,Completed,84.7
EMP11290,2024-03-27,Data Analytics,16,Completed,86.4
EMP11290,2025-09-18,Communication Skills,16,Completed,79.5
EMP11291,2024-07-29,Cyber Security,24,Completed,88.7
EMP11292,2025-07-09,Power BI Fundamentals,16,No Show,
EMP11293,2025-06-17,Customer Handling,24,Completed,73.5
EMP11294,2024-01-28,Power BI Fundamentals,4,Completed,79.8
EMP11294,2026-06-02,Project Management,8,Completed,79.1
EMP11296,2020-11-13,Project Management,24,Completed,79.7
EMP11296,2023-10-13,Sales Negotiation,4,Completed,70.0
EMP11296,2023-09-23,Advanced Excel,8,Completed,79.5
EMP11296,2022-12-30,Cyber Security,4,Completed,87.5
EMP11296,2021-04-08,Advanced Excel,4,Completed,78.9
EMP11296,2022-04-18,Sales Negotiation,8,Completed,100.0
EMP11297,2023-08-22,Cyber Security,40,Cancelled,
EMP11297,2023-12-01,Power BI Fundamentals,8,Completed,84.3
EMP11300,2023-12-20,Power BI Fundamentals,16,Completed,88.8
EMP11300,2023-08-23,Leadership Essentials,8,Completed,76.4
EMP11301,2023-10-21,Data Analytics,8,No Show,
EMP11301,2023-12-31,Time Management,24,Cancelled,
EMP11304,2022-06-25,Customer Handling,8,Completed,92.7
EMP11304,2023-03-19,Data Analytics,24,Completed,65.1
EMP11304,2022-02-24,Customer Handling,4,Completed,74.7
EMP11306,2022-10-13,Leadership Essentials,4,In Progress,
EMP11306,2024-03-31,Time Management,8,Completed,69.8
EMP11307,2020-01-09,Leadership Essentials,16,Completed,90.7
EMP11307,2020-07-10,Communication Skills,24,Completed,77.7
EMP11308,2024-09-11,Cyber Security,8,Completed,65.6
EMP11308,2022-06-24,Sales Negotiation,40,In Progress,
EMP11308,2022-03-07,Power BI Fundamentals,16,Completed,80.7
EMP11308,2023-12-03,Power BI Fundamentals,16,In Progress,
EMP11310,2025-06-29,Advanced Excel,16,In Progress,
EMP11310,2025-09-27,Data Analytics,16,In Progress,
EMP11310,2026-02-14,Sales Negotiation,40,Completed,89.7
EMP11310,2026-04-13,Power BI Fundamentals,8,Completed,73.8
EMP11311,2025-11-25,Cyber Security,8,In Progress,
EMP11312,2024-04-28,Power BI Fundamentals,16,Cancelled,
EMP11312,2020-12-01,CYBER SECURITY,16,Completed,71.5
EMP11313,2025-08-24,Cyber Security,8,In Progress,
EMP11313,2026-02-17,Time Management,16,Completed,52.9
EMP11313,2026-01-31,Customer Handling,16,Cancelled,
EMP11313,2024-02-03,Communication Skills,4,Completed,100.0
EMP11314,2023-04-10,Data Analytics,8,Completed,58.5
EMP11315,2026-01-01,Leadership Essentials,24,Cancelled,
EMP11316,2023-09-20,Data Analytics,4,Completed,64.7
EMP11316,2024-01-30,Time Management,4,Completed,79.5
EMP11321,2021-01-14,Communication Skills,8,Completed,61.4
EMP11321,2020-12-29,Time Management,16,Completed,82.0
EMP11321,2021-10-24,Leadership Essentials,8,Completed,91.4
EMP11321,2023-10-14,Power BI Fundamentals,24,Completed,80.8
EMP11322,2020-10-23,Sales Negotiation,40,Completed,85.9
EMP11322,2019-12-26,Power BI Fundamentals,24,In Progress,
EMP11324,2025-05-11,Power BI Fundamentals,8,Completed,70.2
EMP11325,2020-09-04,Customer Handling,24,Completed,76.7
EMP11325,2021-12-23,Customer Handling,8,Completed,50.0
EMP11325,2021-02-17,Communication Skills,24,Completed,89.1
EMP11325,2023-05-22,Customer Handling,8,Completed,79.5
EMP11326,2024-04-24,Customer Handling,24,Completed,78.4
EMP11326,2023-05-12,Power BI Fundamentals,8,Completed,68.3
EMP11326,2023-07-01,Advanced Excel,8,Completed,43.1
EMP11329,2023-10-09,Data Analytics,16,Cancelled,
EMP11329,2021-10-25,Communication Skills,4,Completed,60.5
EMP11330,2024-10-14,Leadership Essentials,4,Completed,68.3
EMP11330,2023-10-31,Power BI Fundamentals,16,In Progress,
EMP11330,2024-12-02,Communication Skills,4,Completed,96.0
EMP11331,2023-08-17,Customer Handling,8,Completed,84.7
EMP11331,2023-10-19,Leadership Essentials,8,Completed,71.0
EMP11331,2024-03-13,Data Analytics,16,In Progress,
EMP11333,2025-04-04,Customer Handling,24,Completed,68.5
EMP11334,2021-09-16,Data Analytics,8,Completed,75.0
EMP11334,2022-03-16,CUSTOMER HANDLING,16,Completed,79.6
EMP11334,2025-12-28,Leadership Essentials,16,In Progress,
EMP11336,2023-07-02,Communication Skills,16,Completed,68.1
